Symbol,Name,MarketCap,Country,Sector,Industry
SAFT,Safety Insurance Group  Inc.,855282511.11,United States,Finance,Property-Casualty Insurers
GSM,Globe Specialty Metals Inc.,855615884,United States,Capital Goods,Metal Fabrications
VIVO,Meridian Bioscience Inc.,856818602.9,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
EIG,Employers Holdings Inc,857135996.96,United States,Finance,Property-Casualty Insurers
TPC,Tutor Perini Corporation,857736415.72,United States,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
IPAR,Inter Parfums  Inc.,857878134.36,United States,Consumer Non-Durables,Package Goods/Cosmetics
FINL,The Finish Line  Inc.,860597253.89,United States,Consumer Services,Clothing/Shoe/Accessory Stores
WNC,Wabash National Corporation,861131669.3,United States,Capital Goods,Construction/Ag Equipment/Trucks
UNT,Unit Corporation,862590520.88,United States,Energy,Oil & Gas Production
RMP,Rice Midstream Partners LP,862608690,United States,Public Utilities,Natural Gas Distribution
BMI,Badger Meter  Inc.,863087336.89,United States,Capital Goods,Industrial Machinery/Components
TMP,Tompkins Financial Corporation,865896897.1,United States,Finance,Major Banks
RGS,Regis Corporation,866329255.44,United States,Consumer Services,Other Consumer Services
FCF,First Commonwealth Financial Corporation,869151588.36,United States,Finance,Major Banks
CLDT,Chatham Lodging Trust (REIT),871863223.2,United States,Consumer Services,Real Estate Investment Trusts
CONN,Conn&#39;s  Inc.,871999715.88,United States,Consumer Services,Consumer Electronics/Video Chains
CAPL,CrossAmerica Partners LP,875019631.2,United States,Energy,Oil Refining/Marketing
USCR,U S Concrete  Inc.,875653483.65,United States,Capital Goods,Building Materials
SUPN,Supernus Pharmaceuticals  Inc.,877361931.59,United States,Health Care,Major Pharmaceuticals
CODI,Compass Diversified Holdings,878031000,United States,Consumer Durables,Home Furnishings
DENN,Denny&#39;s Corporation,878647782.5,United States,Consumer Services,Restaurants
NTK,Nortek Inc.,878880345.75,United States,Consumer Durables,Home Furnishings
RGEN,Repligen Corporation,882322113.47,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LHCG,LHC Group,882892067.92,United States,Health Care,Medical/Nursing Services
PRSC,The Providence Service Corporation,883234904.58,United States,Consumer Services,Transportation Services
PARR,Par Pacific Holdings  Inc.,883577099.76,United States,Energy,Oil & Gas Production
RVNC,Revance Therapeutics  Inc.,884732171.86,United States,Health Care,Major Pharmaceuticals
KKD,Krispy Kreme Doughnuts  Inc.,885185361.27,United States,Consumer Non-Durables,Food Chains
WD,Walker & Dunlop  Inc.,886204170.2,United States,Finance,Finance: Consumer Services
HSC,Harsco Corporation,886639727.61,United States,Capital Goods,Metal Fabrications
CSH,Cash America International  Inc.,886643729.94,United States,Consumer Services,Other Specialty Stores
GFF,Griffon Corporation,887598822.24,United States,Capital Goods,Building Products
EVH,Evolent Health  Inc,888334340.64,United States,Consumer Services,Other Consumer Services
RRMS,Rose Rock Midstream  L.P.,888487266.45,United States,Energy,Natural Gas Distribution
ASTE,Astec Industries  Inc.,888808488.15,United States,Capital Goods,Construction/Ag Equipment/Trucks
HAFC,Hanmi Financial Corporation,888963129.8,United States,Finance,Major Banks
SRCE,1st Source Corporation,889401212.7,United States,Finance,Major Banks
ACCO,Acco Brands Corporation,890413590.24,United States,Consumer Durables,Publishing
ERN,Erin Energy Corp.,890421933.87,United States,Energy,Oil & Gas Production
DERM,Dermira  Inc.,893874259.18,United States,Health Care,Major Pharmaceuticals
CYNO,Cynosure  Inc.,895149599.21,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VHI,Valhi  Inc.,895337385.36,United States,Basic Industries,Major Chemicals
IRC,Inland Real Estate Corporation,897748357.83,United States,Consumer Services,Real Estate Investment Trusts
STON,StoneMor Partners L.P.,902684416.9,United States,Consumer Services,Other Consumer Services
NCMI,National CineMedia  Inc.,904874846.72,United States,Consumer Services,Advertising
BW,Babcock,904989414.96,United States,Capital Goods,Building Products
TIVO,TiVo Inc.,905055043.23,United States,Consumer Services,Television Services
LINE,Linn Energy  LLC,905772512.85,United States,Energy,Oil & Gas Production
SGRY,Surgery Partners  Inc.,905832981.9,United States,Health Care,Hospital/Nursing Management
LMNX,Luminex Corporation,906879823.2,United States,Health Care,Medical/Dental Instruments
GDOT,Green Dot Corporation,907154321.58,United States,Finance,Finance: Consumer Services
QSII,Quality Systems  Inc.,908068500,United States,Technology,EDP Services
CVGW,Calavo Growers  Inc.,910015493.25,United States,Consumer Non-Durables,Farming/Seeds/Milling
WIBC,Wilshire Bancorp  Inc.,910960231.08,United States,Finance,Major Banks
INGN,Inogen  Inc,911051783.97,United States,Health Care,Industrial Specialties
OCN,Ocwen Financial Corporation,911588804.14,United States,Finance,Finance: Consumer Services
VSI,Vitamin Shoppe  Inc,914161511,United States,Consumer Non-Durables,Food Chains
IRBT,iRobot Corporation,914238574.05,United States,Consumer Durables,Consumer Electronics/Appliances
CFMS,ConforMIS  Inc.,917949434.88,United States,Health Care,Industrial Specialties
WIRE,Encore Wire Corporation,919503659.52,United States,Capital Goods,Metal Fabrications
CMO,Capstead Mortgage Corporation,923748671.64,United States,Consumer Services,Real Estate Investment Trusts
BHLB,Berkshire Hills Bancorp  Inc.,925924708.44,United States,Finance,Banks
EXAS,EXACT Sciences Corporation,930143390,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SWAY,Starwood Waypoint Residential Trust,931368626.37,United States,Consumer Services,Real Estate Investment Trusts
FPRX,Five Prime Therapeutics  Inc.,932085593.88,United States,Health Care,Major Pharmaceuticals
IPCC,Infinity Property and Casualty Corporation,934009894.44,United States,Finance,Property-Casualty Insurers
NWLI,National Western Life Group  Inc.,935658235.12,United States,Finance,Life Insurance
WSFS,WSFS Financial Corporation,935711799.36,United States,Finance,Major Banks
ROG,Rogers Corporation,937413854.52,United States,Basic Industries,Major Chemicals
REMY,Remy International  Inc.,937892174.64,United States,Capital Goods,Auto Parts:O.E.M.
ENT,Global Eagle Entertainment Inc.,938151381.12,United States,Consumer Services,Telecommunications Equipment
TRS,TriMas Corporation,938248282.16,United States,Capital Goods,Industrial Specialties
KRO,Kronos Worldwide Inc,939791649.78,United States,Basic Industries,Major Chemicals
HRTX,Heron Therapeutics  Inc.  ,944956965.28,United States,Health Care,Major Pharmaceuticals
BNCN,BNC Bancorp,945365212,United States,Finance,Major Banks
EDE,Empire District Electric Company (The),946173402.2,United States,Public Utilities,Electric Utilities: Central
LITE,Lumentum Holdings Inc.,946805060.64,United States,Consumer Durables,Telecommunications Equipment
TRNO,Terreno Realty Corporation,947049119.29,United States,Finance,Real Estate
DVAX,Dynavax Technologies Corporation,949333259.28,United States,Health Care,Major Pharmaceuticals
ESE,ESCO Technologies Inc.,952088565.12,United States,Consumer Durables,Telecommunications Equipment
RRGB,Red Robin Gourmet Burgers  Inc.,953706079.1,United States,Consumer Services,Restaurants
NHC,National HealthCare Corporation,954867652,United States,Health Care,Hospital/Nursing Management
ATRA,Atara Biotherapeutics  Inc.,962027169.18,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTCT,PTC Therapeutics  Inc.,962686266.46,United States,Health Care,Major Pharmaceuticals
RUSHB,Rush Enterprises  Inc.,962942023.16,United States,Consumer Durables,Automotive Aftermarket
ATRO,Astronics Corporation,965825633.94,United States,Capital Goods,Military/Government/Technical
BOBE,Bob Evans Farms  Inc.,966357864,United States,Consumer Services,Restaurants
FRGI,Fiesta Restaurant Group  Inc.,967207764.95,United States,Consumer Services,Restaurants
STC,Stewart Information Services Corporation,969379528,United States,Finance,Specialty Insurers
FTK,Flotek Industries  Inc.,970655234.1,United States,Basic Industries,Major Chemicals
RCII,Rent-A-Center Inc.,971434468.29,United States,Technology,Diversified Commercial Services
ECPG,Encore Capital Group Inc,971629158.5,United States,Finance,Finance Companies
CLW,Clearwater Paper Corporation,975290942.1,United States,Basic Industries,Paper
NLNK,NewLink Genetics Corporation,975396498.56,United States,Health Care,Major Pharmaceuticals
GIMO,Gigamon Inc.,977669683.41,United States,Technology,EDP Services
XOOM,Xoom Corporation,978517047.18,United States,Finance,Investment Bankers/Brokers/Service
MMLP,Martin Midstream Partners L.P.,981793586.28,United States,Energy,Oil Refining/Marketing
CKH,SEACOR Holdings  Inc.,982926538.56,United States,Transportation,Marine Transportation
BLOX,Infoblox Inc.,983891321.6,United States,Technology,EDP Services
SWHC,Smith & Wesson Holding Corporation,987910622.25,United States,Capital Goods,Ordnance And Accessories
RGR,Sturm  Ruger & Company  Inc.,988749891.1,United States,Capital Goods,Ordnance And Accessories
ARI,Apollo Commercial Real Estate Finance,990374177.25,United States,Consumer Services,Real Estate Investment Trusts
GLP,Global Partners LP,991650572.71,United States,Energy,Oil Refining/Marketing
SMP,Standard Motor Products  Inc.,991720495.92,United States,Capital Goods,Auto Parts:O.E.M.
ELNK,EarthLink Holdings Corp.,991818563.85,United States,Technology,Computer Software: Programming  Data Processing
OMCL,Omnicell  Inc.,994244173.26,United States,Technology,Computer Manufacturing
CIVI,Civitas Solutions  Inc.,995218563.12,United States,Health Care,Medical/Nursing Services
EGHT,8x8 Inc,996427608.48,United States,Public Utilities,Telecommunications Equipment
OTTR,Otter Tail Corporation,997310056.05,United States,Public Utilities,Electric Utilities: Central
TWOU,2U  Inc.,999032890.56,United States,Technology,Computer Software: Prepackaged Software
OLLI,Ollie&#39;s Bargain Outlet Holdings  Inc.,999800064,United States,Consumer Services,Department/Specialty Retail Stores
UFCS,United Fire Group  Inc,1000842960.28,United States,Finance,Property-Casualty Insurers
HMSY,HMS Holdings Corp,1002422518.32,United States,Miscellaneous,Business Services
SHLM,A. Schulman  Inc.,1003389507,United States,Basic Industries,Major Chemicals
ANDE,The Andersons  Inc.,1009120000,United States,Consumer Services,Farming/Seeds/Milling
NSIT,Insight Enterprises  Inc.,1009309699.77,United States,Consumer Services,Catalog/Specialty Distribution
RKUS,Ruckus Wireless  Inc.,1011061098,United States,Technology,Computer peripheral equipment
BANF,BancFirst Corporation,1012753755,United States,Finance,Major Banks
IRET,Investors Real Estate Trust,1013178025.14,United States,Consumer Services,Real Estate Investment Trusts
MTSC,MTS Systems Corporation,1019190401.1,United States,Capital Goods,Industrial Machinery/Components
SKYW,SkyWest  Inc.,1022681112.67,United States,Transportation,Air Freight/Delivery Services
DIOD,Diodes Incorporated,1023051449.95,United States,Technology,Semiconductors
CTCT,Constant Contact  Inc.,1024236351.72,United States,Technology,Advertising
PMC,Pharmerica Corporation,1024349400.36,United States,Health Care,Medical/Nursing Services
IILG,Interval Leisure Group  Inc.,1026515198.3,United States,Finance,Real Estate
BKS,Barnes & Noble  Inc.,1026518487.5,United States,Consumer Services,Other Specialty Stores
BPFH,Boston Private Financial Holdings  Inc.,1030470749.1,United States,Finance,Major Banks
ETSY,Etsy  Inc.,1030564978.26,United States,Miscellaneous,Business Services
AMSF,AMERISAFE  Inc.,1030873830.08,United States,Finance,Property-Casualty Insurers
FSP,Franklin Street Properties Corp.,1030928397.45,United States,Consumer Services,Real Estate Investment Trusts
SGMS,Scientific Games Corp,1032388974.32,United States,Technology,EDP Services
SRPT,Sarepta Therapeutics  Inc.,1032865359.28,United States,Health Care,Major Pharmaceuticals
FRME,First Merchants Corporation,1034139916.64,United States,Finance,Major Banks
AAWW,Atlas Air Worldwide Holdings,1035183803.32,United States,Transportation,Transportation Services
CAFD,8point3 Energy Partners LP,1035219059.82,United States,Public Utilities,Electric Utilities: Central
EXAM,ExamWorks Group  Inc.,1035351240,United States,Health Care,Medical/Nursing Services
FOE,Ferro Corporation,1035891422.09,United States,Basic Industries,Paints/Coatings
STFC,State Auto Financial Corporation,1035951003.01,United States,Finance,Property-Casualty Insurers
HIFR,InfraREIT  Inc.,1037730090.9,United States,Consumer Services,Real Estate Investment Trusts
RUSHA,Rush Enterprises  Inc.,1039622234.56,United States,Consumer Durables,Automotive Aftermarket
MXL,MaxLinear  Inc,1045761296.16,United States,Technology,Semiconductors
CWT,California Water  Service Group Holding,1046092500.95,United States,Public Utilities,Water Supply
AMAG,AMAG Pharmaceuticals  Inc.,1047821724.18,United States,Health Care,Major Pharmaceuticals
NSH,Nustar GP Holdings  LLC,1049246542.05,United States,Energy,Natural Gas Distribution
GBX,Greenbrier Companies  Inc. (The),1049484418.98,United States,Capital Goods,Railroads
PHH,PHH Corp,1049614833.15,United States,Finance,Diversified Financial Services
CCMP,Cabot Microelectronics Corporation,1052033600.1,United States,Technology,Semiconductors
MTOR,Meritor  Inc.,1052940000,United States,Capital Goods,Auto Parts:O.E.M.
RSE,Rouse Properties  Inc.,1053683460.72,United States,Finance,Real Estate
INSM,Insmed  Inc.,1055482928.85,United States,Health Care,Major Pharmaceuticals
BHE,Benchmark Electronics  Inc.,1056572915.38,United States,Technology,Electrical Products
PLCE,Children&#39;s Place  Inc. (The),1058134121.75,United States,Consumer Services,Clothing/Shoe/Accessory Stores
QLGC,QLogic Corporation,1061363760,United States,Technology,Computer Communications Equipment
FSS,Federal Signal Corporation,1064604575.85,United States,Capital Goods,Auto Manufacturing
THRX,Theravance  Inc.,1067049107.3,United States,Health Care,Major Pharmaceuticals
STAR          ,iStar Financial Inc.,1071311660.48,United States,Consumer Services,Real Estate Investment Trusts
BRS,Bristow Group Inc,1073094119.86,United States,Transportation,Transportation Services
CATO,Cato Corporation (The),1077292924.29,United States,Consumer Services,Clothing/Shoe/Accessory Stores
ABCB,Ameris Bancorp,1078213530.61,United States,Finance,Major Banks
SLCA,U.S. Silica Holdings  Inc.,1078360032,United States,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TYPE,Monotype Imaging Holdings Inc.,1078659207.03,United States,Technology,EDP Services
KAMN,Kaman Corporation,1079593804.3,United States,Consumer Durables,Industrial Specialties
TNC,Tennant Company,1081648596.32,United States,Technology,Industrial Machinery/Components
EBIX,Ebix  Inc.,1082292171.3,United States,Technology,EDP Services
OUTR,Outerwall Inc.,1083281637.44,United States,Consumer Services,Other Consumer Services
SFS,Smart,1084306706.7,United States,Consumer Services,Food Chains
NSP,Insperity  Inc.,1085146263.72,United States,Technology,Professional Services
SCSC,ScanSource  Inc.,1086933839.04,United States,Technology,Retail: Computer Software & Peripheral Equipment
TASR,TASER International  Inc.,1087872411.36,United States,Capital Goods,Ordnance And Accessories
MCRN,Milacron Holdings Corp.,1090019187.93,United States,Technology,Industrial Machinery/Components
KWR,Quaker Chemical Corporation,1094121872.67,United States,Basic Industries,Major Chemicals
KND,Kindred Healthcare  Inc.,1094588168.4,United States,Health Care,Hospital/Nursing Management
CNSL,Consolidated Communications Holdings  Inc.,1095543420.12,United States,Public Utilities,Telecommunications Equipment
SWC,Stillwater Mining Company,1097435044.22,United States,Basic Industries,Precious Metals
FCFS,First Cash Financial Services  Inc.,1097520186.8,United States,Consumer Services,Other Specialty Stores
KNL,Knoll  Inc.,1097655187.5,United States,Consumer Durables,Office Equipment/Supplies/Services
MW,Men&#39;s Wearhouse  Inc. (The),1097696204.7,United States,Consumer Services,Clothing/Shoe/Accessory Stores
ARII,American Railcar Industries  Inc.,1097799454.92,United States,Capital Goods,Railroads
MGNX,MacroGenics  Inc.,1100757683.79,United States,Health Care,Major Pharmaceuticals
BANR,Banner Corporation,1104508750.62,United States,Finance,Major Banks
CACQ,Caesars Acquisition Company,1105151704.2,United States,Consumer Services,Hotels/Resorts
BLD,TopBuild Corp.,1106713438.05,United States,Basic Industries,Engineering & Construction
IMGN,ImmunoGen  Inc.,1109054032.5,United States,Health Care,Major Pharmaceuticals
AJRD,Aerojet Rocketdyne Holdings  Inc. ,1109376000,United States,Capital Goods,Military/Government/Technical
RWT,Redwood Trust  Inc.,1110374478.72,United States,Consumer Services,Real Estate Investment Trusts
MACK,Merrimack Pharmaceuticals  Inc.,1110848686.22,United States,Health Care,Major Pharmaceuticals
CALD,Callidus Software  Inc.,1111095603.24,United States,Technology,EDP Services
XXIA,Ixia,1112212798.2,United States,Capital Goods,Electrical Products
DOC,Physicians Realty Trust,1115090245.98,United States,Consumer Services,Real Estate Investment Trusts
BJRI,BJ&#39;s Restaurants  Inc.,1115292000.75,United States,Consumer Services,Restaurants
PRIM,Primoris Services Corporation,1116192290.4,United States,Basic Industries,Water Supply
IMKTA,Ingles Markets  Incorporated,1116718853.12,United States,Consumer Services,Food Chains
ALOG,Analogic Corporation,1123422545.42,United States,Capital Goods,Electrical Products
ATW,Atwood Oceanics  Inc.,1124315670,United States,Energy,Oil & Gas Production
CHRS,Coherus BioSciences  Inc.,1125957378,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VRTS,Virtus Investment Partners  Inc.,1126016490.06,United States,Finance,Investment Managers
MANT,ManTech International Corporation,1127089621.35,United States,Consumer Services,Other Consumer Services
NPO,Enpro Industries,1128114437.1,United States,Basic Industries,Metal Fabrications
TLN,Talen Energy Corporation,1128308326.38,United States,Public Utilities,Electric Utilities: Central
ENV,Envestnet  Inc,1130492181.54,United States,Miscellaneous,Business Services
NP,Neenah Paper  Inc.,1136473850,United States,Basic Industries,Paper
HT,Hersha Hospitality Trust,1139516829,United States,Consumer Services,Real Estate Investment Trusts
BSFT,BroadSoft  Inc.,1139807335.44,United States,Technology,Computer Software: Prepackaged Software
DDD,3D Systems Corporation,1140141502.94,United States,Technology,Computer Software: Prepackaged Software
KRNY,Kearny Financial,1142913284.24,United States,Finance,Savings Institutions
GOV,Government Properties Income Trust,1145844821.88,United States,Finance,Real Estate
IIVI,II-VI Incorporated,1146697050.4,United States,Capital Goods,Electronic Components
CNMD,CONMED Corporation,1147535135.52,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
WMK,Weis Markets  Inc.,1149370469.39,United States,Consumer Services,Food Chains
PMT,PennyMac Mortgage Investment Trust,1149859241.14,United States,Consumer Services,Real Estate Investment Trusts
NAV,Navistar International Corporation,1151093548.72,United States,Capital Goods,Auto Manufacturing
INVN,InvenSense  Inc.,1153298790,United States,Technology,Semiconductors
BNCL,Beneficial Bancorp  Inc.,1157489854.16,United States,Finance,Savings Institutions
BFS,Saul Centers  Inc.,1160276000,United States,Consumer Services,Real Estate Investment Trusts
TUMI,Tumi Holdings  Inc.,1161429469.16,United States,Consumer Non-Durables,Apparel
SXI,Standex International Corporation,1162472852.4,United States,Technology,Industrial Machinery/Components
CYS,CYS Investments  Inc.,1165669782.72,United States,Consumer Services,Real Estate Investment Trusts
VSLR,Vivint Solar  Inc.,1172316074.91,United States,Capital Goods,Building Products
FIX,Comfort Systems USA  Inc.,1172539211.12,United States,Capital Goods,Engineering & Construction
SHEN,Shenandoah Telecommunications Co,1174061327.51,United States,Public Utilities,Telecommunications Equipment
BRC,Brady Corporation,1174148061.51,United States,Consumer Durables,Miscellaneous manufacturing industries
INN,Summit Hotel Properties  Inc.,1176926222.13,United States,Consumer Services,Real Estate Investment Trusts
UVE,UNIVERSAL INSURANCE HOLDINGS INC,1176945223.74,United States,Finance,Property-Casualty Insurers
AMWD,American Woodmark Corporation,1179609951.68,United States,Basic Industries,Forest Products
STBA,S&T Bancorp  Inc.,1181506925.84,United States,Finance,Major Banks
EPAY,Bottomline Technologies  Inc.,1182169936.53,United States,Technology,Computer Software: Prepackaged Software
SCL,Stepan Company,1184022803.88,United States,Basic Industries,Package Goods/Cosmetics
UBSH,Union Bankshares Corporation,1186484471.4,United States,Finance,Major Banks
FCH,FelCor Lodging Trust Incorporated,1187255157.12,United States,Consumer Services,Real Estate Investment Trusts
AEIS,Advanced Energy Industries  Inc.,1187520922.95,United States,Capital Goods,Industrial Machinery/Components
MNKD,MannKind Corporation,1188277195.42,United States,Health Care,Major Pharmaceuticals
EGRX,Eagle Pharmaceuticals  Inc.,1189816894.08,United States,Health Care,Major Pharmaceuticals
OXM,Oxford Industries  Inc.,1190085277.68,United States,Consumer Non-Durables,Apparel
BCC,Boise Cascade  L.L.C.,1193846394.75,United States,Consumer Services,RETAIL: Building Materials
SFBS,ServisFirst Bancshares  Inc.,1195973736.66,United States,Finance,Major Banks
DGI,DigitalGlobe  Inc,1196328232.68,United States,Consumer Services,Telecommunications Equipment
DEPO,Depomed  Inc.,1198398665.07,United States,Health Care,Major Pharmaceuticals
HY,Hyster-Yale Materials Handling  Inc.,1201508637.68,United States,Capital Goods,Construction/Ag Equipment/Trucks
ABAX,ABAXIS  Inc.,1201956470,United States,Capital Goods,Industrial Machinery/Components
SWM,Schweitzer-Mauduit International  Inc.,1202553128.24,United States,Basic Industries,Paper
SYRG,Synergy Resources Corporation,1204573584.18,United States,Energy,Oil & Gas Production
GLBL,TerraForm Global  Inc.,1207321477.65,United States,Public Utilities,Electric Utilities: Central
KCG,KCG Holdings  Inc.,1208749166.8,United States,Finance,Investment Bankers/Brokers/Service
IPHI,Inphi Corporation,1210264684.56,United States,Technology,Semiconductors
TXMD,TherapeuticsMD  Inc.,1210554978.6,United States,Health Care,Major Pharmaceuticals
AIN,Albany International Corporation,1211200000,United States,Basic Industries,Textiles
CSGS,CSG Systems International  Inc.,1211335263.45,United States,Technology,EDP Services
ADPT,Adeptus Health Inc.,1212247830.69,United States,Health Care,Hospital/Nursing Management
CEMP,Cempra  Inc.,1217439113.67,United States,Health Care,Major Pharmaceuticals
CC,Chemours Company (The),1217906786.09,United States,Basic Industries,Major Chemicals
TPL,Texas Pacific Land Trust,1221470282.58,United States,Energy,Oil & Gas Production
KBH,KB Home,1221790105.46,United States,Capital Goods,Homebuilding
MNTA,Momenta Pharmaceuticals  Inc.,1222150332.96,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HF,HFF  Inc.,1223227114.11,United States,Consumer Services,Real Estate
NFJ,AllianzGI NFJ Dividend  Interest & Premium Strategy Fund,1224090008.75,United States,Finance,Finance: Consumer Services
ALJ,Alon USA Energy  Inc.,1229512938.48,United States,Energy,Integrated oil Companies
CUB,Cubic Corporation,1229891531.25,United States,Capital Goods,Industrial Machinery/Components
GTN,Gray Television  Inc.,1229957429,United States,Consumer Services,Broadcasting
MCRB,Seres Therapeutics  Inc.,1230082114.8,United States,Health Care,Major Pharmaceuticals
BNFT,Benefitfocus  Inc.,1232457094.89,United States,Technology,Computer Software: Prepackaged Software
NAVG,The Navigators Group  Inc.,1232989396.56,United States,Finance,Property-Casualty Insurers
CPS,Cooper-Standard Holdings Inc.,1233687541.8,United States,Capital Goods,Auto Parts:O.E.M.
PLKI,Popeyes Louisiana Kitchen  Inc.,1237781699.95,United States,Consumer Services,Restaurants
UVV,Universal Corporation,1238580886,United States,Consumer Services,Farming/Seeds/Milling
SMLP,Summit Midstream Partners  LP,1241342334.1,United States,Public Utilities,Natural Gas Distribution
HURN,Huron Consulting Group Inc.,1246938869.66,United States,Consumer Services,Professional Services
MDC,M.D.C. Holdings  Inc.,1247092676.24,United States,Capital Goods,Homebuilding
SMTC,Semtech Corporation,1248372619.6,United States,Technology,Semiconductors
TREX,Trex Company  Inc.,1249183402.53,United States,Basic Industries,Forest Products
PLXS,Plexus Corp.,1250282941.11,United States,Technology,Electrical Products
SAH,Sonic Automotive  Inc.,1251240639.2,United States,Consumer Durables,Automotive Aftermarket
ENSG,The Ensign Group  Inc.,1253906175.6,United States,Health Care,Hospital/Nursing Management
PRGS,Progress Software Corporation,1254892792.02,United States,Technology,Computer Software: Prepackaged Software
NWN,Northwest Natural Gas Company,1257726949.9,United States,Public Utilities,Oil/Gas Transmission
SFN,Stifel Financial Corporation,1261023256.56,United States,Finance,Investment Bankers/Brokers/Service
NXTM,NxStage Medical  Inc.,1263256091.02,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TBI,TrueBlue  Inc.,1263654583.07,United States,Technology,Professional Services
FOLD,Amicus Therapeutics  Inc.,1265655329.73,United States,Health Care,Major Pharmaceuticals
WABC,Westamerica Bancorporation,1267217316.36,United States,Finance,Major Banks
CZR,Caesars Entertainment Corporation,1267317305.2,United States,Consumer Services,Hotels/Resorts
EGL,Engility Holdings  Inc.,1267886937.24,United States,Consumer Services,Military/Government/Technical
SCSS,Select Comfort Corporation,1268383380,United States,Consumer Durables,Home Furnishings
SPSC,SPS Commerce  Inc.,1269663851.05,United States,Technology,Computer Software: Prepackaged Software
WWWW,Web.com Group  Inc.,1269731673.6,United States,Technology,Computer Software: Prepackaged Software
TLMR,Talmer Bancorp  Inc.,1272705530.79,United States,Finance,Major Banks
QLYS,Qualys  Inc.,1277356946.28,United States,Technology,Computer Software: Prepackaged Software
MPSX,Multi Packaging Solutions International Limited,1277750628,United States,Consumer Durables,Containers/Packaging
FFBC,First Financial Bancorp.,1278649226.4,United States,Finance,Major Banks
TFM,The Fresh Market  Inc.,1278804601.08,United States,Consumer Services,Food Chains
TILE,Interface  Inc.,1280215834.56,United States,Consumer Durables,Home Furnishings
ATNI,Atlantic Tele-Network  Inc.,1281342651.6,United States,Public Utilities,Telecommunications Equipment
DMND,Diamond Foods  Inc.,1281745645.4,United States,Consumer Non-Durables,Packaged Foods
PAHC,Phibro Animal Health Corporation,1282173204.72,United States,Health Care,Major Pharmaceuticals
SRG,Seritage Growth Properties,1285890017.25,United States,Finance,Real Estate
SSTK,Shutterstock  Inc.,1287266652.32,United States,Technology,EDP Services
MDR,McDermott International  Inc.,1287577267.9,United States,Capital Goods,Metal Fabrications
VNOM,Viper Energy Partners LP,1291427971.2,United States,Energy,Oil & Gas Production
RMBS,Rambus  Inc.,1294692195.61,United States,Technology,Semiconductors
FBC,Flagstar Bancorp  Inc.,1299157318.52,United States,Finance,Savings Institutions
LABL,Multi-Color Corporation,1299647458.06,United States,Miscellaneous,Publishing
WAIR,Wesco Aircraft Holdings  Inc.,1299764078.69,United States,Capital Goods,Wholesale Distributors
XLRN,Acceleron Pharma Inc.,1305502832.26,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NWBI,Northwest Bancshares  Inc.,1305660918,United States,Finance,Major Banks
WTW,Weight Watchers International Inc,1309550565.33,United States,Consumer Services,Other Consumer Services
NBTB,NBT Bancorp Inc.,1309600019.45,United States,Finance,Major Banks
WSBC,WesBanco  Inc.,1309793528.12,United States,Finance,Major Banks
FNSR,Finisar Corporation,1309996630.5,United States,Technology,Semiconductors
MKTO,Marketo  Inc.,1310642260.29,United States,Technology,Computer Software: Prepackaged Software
AAON,AAON  Inc.,1310669561.66,United States,Capital Goods,Industrial Machinery/Components
GPT,Gramercy Property Trust Inc.,1314923640.16,United States,Consumer Services,Real Estate Investment Trusts
ESND,Essendant Inc.,1315798896.87,United States,Consumer Services,Paper
ARIA,ARIAD Pharmaceuticals  Inc.,1316607768.6,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CAL,Caleres  Inc.,1323156034.65,United States,Consumer Non-Durables,Shoe Manufacturing
SBRA,Sabra Healthcare REIT  Inc.,1324175358.48,United States,Consumer Services,Real Estate Investment Trusts
RPT,Ramco-Gershenson Properties Trust,1325177872.92,United States,Consumer Services,Real Estate Investment Trusts
INDB,Independent Bank Corp.,1328372914.42,United States,Finance,Major Banks
PCH,Potlatch Corporation,1329750286.34,United States,Consumer Services,Real Estate Investment Trusts
WWE,World Wrestling Entertainment  Inc.,1330599977.39,United States,Consumer Services,Movies/Entertainment
FET,Forum Energy Technologies  Inc.,1334473518.6,United States,Energy,Metal Fabrications
PINC,Premier  Inc.,1335287038.75,United States,Consumer Services,Other Consumer Services
ITRI,Itron  Inc.,1338293860.64,United States,Capital Goods,Electrical Products
EXPO,Exponent  Inc.,1338395609.64,United States,Consumer Services,Professional Services
ZLTQ,ZELTIQ Aesthetics  Inc.,1338589261.8,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
GK,G&K Services  Inc.,1342459185.62,United States,Consumer Services,Other Consumer Services
EGOV,NIC Inc.,1347773364.86,United States,Miscellaneous,Business Services
